registro_id,fila_origen,cliente_id,nombre_cliente,segmento_cliente,segmento_cliente_observado,segmento_conflictivo,segmento_metodo_resolucion,ciudad,ciudad_recuperada,ciudad_desconocida,edad,ingreso_estimado,producto,tipo_producto,saldo_producto,saldo_recuperado,saldo_desconocido,saldo_negativo,saldo_outlier_iqr,cupo_credito,fecha_vencimiento,fecha_movimiento,categoria_consumo,monto_consumo,consumo_outlier_iqr,canal,estado_producto
REG-014743,14743,C001962,Cliente 1962,Mass,Mass,False,unico,Guayaquil,False,False,29,841.15,Crédito Vehicular,Deuda,24637.33,False,False,False,False,,2031-07-15,2025-06-09,,0.00,False,ATM,Activo
REG-014744,14744,C000235,Cliente 0235,Mass,Mass,False,unico,Guayaquil,False,False,21,2087.63,Crédito de Consumo,Deuda,1535.00,False,False,False,False,,2030-10-31,2026-02-05,,0.00,False,App,Activo
REG-014745,14745,C001290,Cliente 1290,Mass,Mass,True,moda,Quito,False,False,25,840.91,Cuenta de Ahorros,Depósito,1355.51,False,False,False,False,,,2026-02-16,,0.00,False,Branch,Activo
REG-014746,14746,C001805,Cliente 1805,Affluent,Affluent,False,unico,Guayaquil,False,False,53,1731.55,Tarjeta de Crédito,Deuda,1385.03,False,False,False,False,3500.00,2030-02-01,2025-09-29,Supermarket,13.75,False,Web,Activo
REG-014747,14747,C000801,Cliente 0801,Mass,Mass,False,unico,Cuenca,False,False,39,1308.02,Tarjeta de Crédito,Deuda,0.00,False,False,False,False,2200.00,2029-08-21,2025-05-10,Streaming,53.21,False,Branch,Activo
REG-014748,14748,C001755,Cliente 1755,Mass,Mass,False,unico,Loja,False,False,46,2462.35,Crédito Hipotecario,Deuda,73760.78,False,False,False,False,,2030-10-06,2026-08-23,,0.00,False,Branch,Activo
REG-014749,14749,C002174,Cliente 2174,Mass,Mass,False,unico,Guayaquil,False,False,26,380.86,Tarjeta de Crédito,Deuda,382.92,False,False,False,False,1000.00,2028-09-05,2025-06-25,Technology,17.85,False,App,Activo
REG-014750,14750,C000025,Cliente 0025,Joven,Joven,False,unico,Manta,False,False,26,350.00,Tarjeta de Crédito,Deuda,220.59,False,False,False,False,500.00,2029-01-22,2026-08-19,Entertainment,13.76,False,POS,Activo
REG-014751,14751,C000335,Cliente 0335,PyME,PyME,False,unico,Cuenca,False,False,43,3355.55,Tarjeta de Crédito,Deuda,2347.73,False,False,False,False,5100.00,2030-05-21,2026-02-26,Technology,321.41,True,ATM,Activo
REG-014752,14752,C000239,Cliente 0239,Premium,Premium,False,unico,Guayaquil,False,False,58,5326.97,Tarjeta de Crédito,Deuda,987.95,False,False,False,False,5800.00,2029-03-31,2025-06-06,Supermarket,742.29,True,POS,Activo
REG-014753,14753,C000220,Cliente 0220,Mass,Mass,False,unico,Guayaquil,False,False,35,713.47,Cuenta de Ahorros,Depósito,3332.88,False,False,False,False,,,2026-01-20,,0.00,False,ATM,Activo
REG-014754,14754,C000518,Cliente 0518,Mass,Mass,False,unico,Guayaquil,False,False,30,428.44,Cuenta Corriente,Depósito,2065.55,False,False,False,False,,,2026-03-30,,0.00,False,Web,Activo
REG-014755,14755,C000343,Cliente 0343,PyME,PyME,False,unico,Quito,False,False,33,5926.01,Tarjeta de Crédito,Deuda,6375.55,False,False,False,True,16600.00,2027-12-26,2026-03-31,Supermarket,240.11,False,App,Activo
REG-014756,14756,C001848,Cliente 1848,Premium,Premium,False,unico,Guayaquil,False,False,46,3037.26,Tarjeta de Crédito,Deuda,1955.00,False,False,False,False,8200.00,2028-12-28,2026-03-18,Food,93.21,False,App,Activo
REG-014757,14757,C000371,Cliente 0371,Mass,Mass,False,unico,Guayaquil,False,False,19,1332.89,Tarjeta de Crédito,Deuda,334.91,False,False,False,False,1800.00,2027-09-25,2026-03-26,Food,49.90,False,App,Activo
REG-014758,14758,C001135,Cliente 1135,Premium,Premium,False,unico,Ambato,False,False,35,2048.43,Crédito Vehicular,Deuda,20693.81,False,False,False,False,,2029-05-25,2025-08-21,,0.00,False,ATM,Activo
REG-014759,14759,C002180,Cliente 2180,Mass,Mass,True,moda,Guayaquil,False,False,44,405.37,Tarjeta de Crédito,Deuda,234.57,False,False,False,False,700.00,2028-05-07,2025-08-10,Supermarket,20.03,False,POS,Activo
REG-014760,14760,C001373,Cliente 1373,Joven,Joven,False,unico,Guayaquil,False,False,57,502.21,Crédito Vehicular,Deuda,38261.64,False,False,False,True,,2027-09-24,2026-01-08,,0.00,False,Web,Activo
REG-014761,14761,C002007,Cliente 2007,Mass,Mass,False,unico,Guayaquil,False,False,56,1308.15,Tarjeta de Crédito,Deuda,294.38,False,False,False,False,2300.00,2030-04-22,2026-02-27,Travel,154.52,False,POS,Activo
REG-014762,14762,C000455,Cliente 0455,Joven,Joven,False,unico,Cuenca,False,False,54,460.22,Tarjeta de Crédito,Deuda,177.82,False,False,False,False,1200.00,2030-05-31,2025-08-21,Travel,19.45,False,App,Activo
REG-014763,14763,C001438,Cliente 1438,Mass,Premium,True,moda,Ambato,False,False,49,834.80,Tarjeta de Crédito,Deuda,1109.00,False,False,False,False,2200.00,2030-07-26,2025-09-01,Education,219.64,False,POS,Activo
REG-014764,14764,C002088,Cliente 2088,Premium,Premium,False,unico,Quito,False,False,62,5256.47,Tarjeta de Crédito,Deuda,861.01,False,False,False,False,9100.00,2029-04-05,2025-12-06,Streaming,228.91,False,Web,Activo
REG-014765,14765,C000427,Cliente 0427,Affluent,Affluent,False,unico,Guayaquil,False,False,28,2069.57,Tarjeta de Crédito,Deuda,1261.37,False,False,False,False,6000.00,2028-03-01,2025-08-16,Travel,518.62,True,Web,Activo
REG-014766,14766,C001952,Cliente 1952,Affluent,Affluent,False,unico,Guayaquil,False,False,44,2545.81,Tarjeta de Crédito,Deuda,622.74,False,False,False,False,3300.00,2029-02-17,2026-02-08,Technology,125.95,False,ATM,Activo
REG-014767,14767,C001658,Cliente 1658,Mass,Mass,False,unico,Quito,False,False,39,743.63,Tarjeta de Crédito,Deuda,518.37,False,False,False,False,1500.00,2028-06-07,2025-12-14,Supermarket,13.69,False,Web,Activo
REG-014768,14768,C000750,Cliente 0750,Mass,Mass,False,unico,Guayaquil,False,False,22,1311.89,Tarjeta de Crédito,Deuda,1407.77,False,False,False,False,3900.00,2027-06-03,2025-07-10,Technology,138.79,False,App,Activo
REG-014769,14769,C001984,Cliente 1984,Mass,Mass,False,unico,Ambato,False,False,50,675.09,Tarjeta de Crédito,Deuda,1163.42,False,False,False,False,1900.00,2028-01-17,2025-07-14,Supermarket,13.04,False,POS,Activo
REG-014770,14770,C000529,Cliente 0529,Affluent,Affluent,False,unico,Guayaquil,False,False,57,1497.26,Tarjeta de Crédito,Deuda,1167.17,False,False,False,False,3700.00,2027-09-07,2026-05-04,Technology,27.25,False,POS,Activo
REG-014771,14771,C002078,Cliente 2078,Mass,Mass,False,unico,Quito,False,False,37,1083.17,Tarjeta de Crédito,Deuda,917.51,False,False,False,False,2100.00,2029-10-18,2026-02-03,Technology,58.09,False,App,Activo
REG-014772,14772,C001722,Cliente 1722,Mass,Mass,False,unico,Quito,False,False,18,683.18,Tarjeta de Crédito,Deuda,429.33,False,False,False,False,1000.00,2026-12-07,2026-07-16,Entertainment,130.52,False,App,Activo
REG-014773,14773,C001702,Cliente 1702,Affluent,Affluent,False,unico,Quito,False,False,35,2437.35,Tarjeta de Crédito,Deuda,2017.11,False,False,False,False,5500.00,2028-07-11,2026-02-22,Others,114.97,False,POS,Activo
REG-014774,14774,C001872,Cliente 1872,Mass,Mass,True,moda,Ambato,False,False,44,992.05,Tarjeta de Crédito,Deuda,163.26,False,False,False,False,1000.00,2028-12-15,2025-07-10,Streaming,67.02,False,POS,Activo
REG-014775,14775,C000200,Cliente 0200,Mass,Mass,True,moda,Manta,False,False,36,1255.17,Tarjeta de Crédito,Deuda,1006.44,False,False,False,False,3000.00,2027-11-19,2025-06-11,Streaming,48.04,False,POS,Activo
REG-014776,14776,C001458,Cliente 1458,Mass,Mass,False,unico,Guayaquil,False,False,45,1469.01,Crédito de Consumo,Deuda,2585.05,False,False,False,False,,2030-10-11,2025-07-02,,0.00,False,Web,Activo
REG-014777,14777,C001313,Cliente 1313,PyME,PyME,True,moda,Cuenca,False,False,36,2777.20,Tarjeta de Crédito,Deuda,1197.86,False,False,False,False,4200.00,2030-08-27,2025-11-30,Food,687.32,True,POS,Activo
REG-014778,14778,C001127,Cliente 1127,Affluent,Affluent,False,unico,Quito,False,False,49,2181.69,Crédito Hipotecario,Deuda,73907.54,False,False,False,False,,2030-01-24,2025-06-12,,0.00,False,App,Activo
REG-014779,14779,C001293,Cliente 1293,Mass,Mass,False,unico,Ambato,False,False,38,562.73,Tarjeta de Crédito,Deuda,164.24,False,False,False,False,1000.00,2027-07-15,2026-03-09,Food,142.89,False,Web,Activo
REG-014780,14780,C000221,Cliente 0221,Mass,Mass,False,unico,Guayaquil,False,False,46,1075.39,Tarjeta de Crédito,Deuda,470.93,False,False,False,False,2500.00,2027-12-30,2025-02-15,Health,121.50,False,Branch,Activo
REG-014781,14781,C002047,Cliente 2047,Premium,Premium,False,unico,Guayaquil,False,False,40,4961.24,Cuenta Corriente,Depósito,-100.00,False,False,True,False,,,2025-10-06,,0.00,False,Branch,Activo
REG-014782,14782,C001124,Cliente 1124,Affluent,Affluent,False,unico,Quito,False,False,52,3971.07,Tarjeta de Crédito,Deuda,1847.45,False,False,False,False,4800.00,2028-11-02,2025-12-29,Streaming,674.30,True,App,Activo
REG-014783,14783,C000519,Cliente 0519,Joven,Joven,False,unico,Manta,False,False,38,627.12,Tarjeta de Crédito,Deuda,795.37,False,False,False,False,1200.00,2027-06-29,2026-04-16,Travel,12.83,False,POS,Activo
REG-014784,14784,C001714,Cliente 1714,Mass,Mass,False,unico,Ambato,False,False,46,851.86,Tarjeta de Crédito,Deuda,1095.77,False,False,False,False,2100.00,2029-01-11,2026-04-17,Health,45.07,False,POS,Activo
REG-014785,14785,C000614,Cliente 0614,Premium,Premium,False,unico,Quito,False,False,46,8425.25,Tarjeta de Crédito,Deuda,2730.46,False,False,False,False,23700.00,2029-11-27,2026-08-07,Others,424.05,True,Web,Activo
REG-014786,14786,C000308,Cliente 0308,Affluent,Affluent,False,unico,Guayaquil,False,False,35,2728.00,Crédito Hipotecario,Deuda,56736.05,True,False,False,False,,2028-01-30,2025-07-04,,0.00,False,App,Activo
REG-014787,14787,C001623,Cliente 1623,Premium,Premium,False,unico,Guayaquil,False,False,41,4331.43,Tarjeta de Crédito,Deuda,4344.82,False,False,False,True,10400.00,2030-07-22,2026-02-15,Fuel,305.87,False,App,Activo
REG-014788,14788,C000738,Cliente 0738,Mass,Mass,False,unico,Manta,False,False,43,910.72,Tarjeta de Crédito,Deuda,73.74,False,False,False,False,1200.00,2030-09-17,2025-12-25,Education,167.24,False,POS,Activo
REG-014789,14789,C001147,Cliente 1147,Premium,Premium,False,unico,Ambato,False,False,28,2769.68,Tarjeta de Crédito,Deuda,1085.67,False,False,False,False,4000.00,2029-02-07,2026-01-15,Food,442.23,True,POS,Activo
REG-014790,14790,C000558,Cliente 0558,Mass,Mass,False,unico,Guayaquil,False,False,38,932.23,Crédito Hipotecario,Deuda,68937.59,False,False,False,False,,2029-12-28,2026-03-08,,0.00,False,ATM,Activo
REG-014791,14791,C000221,Cliente 0221,Mass,Mass,False,unico,Guayaquil,False,False,46,1075.39,Tarjeta de Crédito,Deuda,470.93,False,False,False,False,2500.00,2027-12-30,2025-06-06,Travel,42.90,False,App,Activo
REG-014792,14792,C001022,Cliente 1022,Mass,Mass,True,moda,Guayaquil,False,False,18,523.86,Tarjeta de Crédito,Deuda,522.93,False,False,False,False,1100.00,2028-03-21,2026-08-30,Technology,15.42,False,Web,Activo
REG-014793,14793,C001895,Cliente 1895,Premium,Premium,False,unico,Manta,False,False,33,1999.43,Tarjeta de Crédito,Deuda,2314.82,False,False,False,False,5900.00,2027-01-29,2025-04-15,Entertainment,87.41,False,Branch,Activo
REG-014794,14794,C002047,Cliente 2047,Premium,Premium,False,unico,Guayaquil,False,False,40,4961.24,Tarjeta de Crédito,Deuda,8426.77,False,False,False,True,13700.00,2029-07-07,2026-08-28,Entertainment,68.35,False,POS,Activo
REG-014795,14795,C002176,Cliente 2176,Mass,Mass,False,unico,Loja,False,False,36,506.40,Crédito Hipotecario,Deuda,36054.40,False,False,False,False,,2028-03-08,2026-01-31,,0.00,False,Web,Activo
REG-014796,14796,C001870,Cliente 1870,Affluent,Affluent,False,unico,Loja,False,False,20,2595.35,Tarjeta de Crédito,Deuda,1374.23,False,False,False,False,6000.00,2027-08-23,2025-06-21,Travel,68.80,False,POS,Activo
REG-014797,14797,C000803,Cliente 0803,Mass,Mass,True,moda,Guayaquil,False,False,30,703.50,Cuenta de Ahorros,Depósito,535.03,False,False,False,False,,,2025-01-30,,0.00,False,App,Activo
REG-014798,14798,C000062,Cliente 0062,Premium,Premium,False,unico,Quito,False,False,47,3540.36,Tarjeta de Crédito,Deuda,576.37,False,False,False,False,4500.00,2026-10-30,2025-04-29,Streaming,743.42,True,App,Activo
REG-014799,14799,C001238,Cliente 1238,Affluent,Affluent,False,unico,Cuenca,False,False,23,2625.14,Tarjeta de Crédito,Deuda,1466.76,False,False,False,False,5700.00,2028-08-26,2026-05-30,Technology,184.29,False,App,Activo
REG-014800,14800,C001783,Cliente 1783,Mass,Mass,False,unico,Guayaquil,False,False,41,1221.00,Tarjeta de Crédito,Deuda,51.34,False,False,False,False,1700.00,2027-02-14,2025-09-06,Technology,35.74,False,POS,Activo
REG-014801,14801,C000216,Cliente 0216,PyME,PyME,False,unico,Guayaquil,False,False,43,2895.72,Crédito de Consumo,Deuda,14615.95,False,False,False,False,,2028-11-01,2025-10-22,,0.00,False,Branch,Activo
REG-014802,14802,C001289,Cliente 1289,Premium,Premium,False,unico,Quito,False,False,51,4273.72,Tarjeta de Crédito,Deuda,3384.08,False,False,False,True,6200.00,2027-08-19,2025-09-01,Streaming,311.26,False,POS,Activo
REG-014803,14803,C002173,Cliente 2173,Mass,Mass,False,unico,Quito,False,False,33,1134.65,Tarjeta de Crédito,Deuda,1774.93,False,False,False,False,2700.00,2030-08-06,2025-10-20,Supermarket,82.59,False,Web,Activo
REG-014804,14804,C001349,Cliente 1349,Joven,Joven,False,unico,Guayaquil,False,False,38,535.74,Crédito Hipotecario,Deuda,44304.67,False,False,False,False,,2027-07-30,2025-05-24,,0.00,False,ATM,Activo
REG-014805,14805,C002122,Cliente 2122,Affluent,Affluent,False,unico,Ambato,False,False,18,1380.06,Tarjeta de Crédito,Deuda,607.84,False,False,False,False,2000.00,2030-06-12,2025-08-12,Travel,88.49,False,POS,Activo
REG-014806,14806,C001150,Cliente 1150,Mass,Mass,False,unico,Ambato,False,False,22,1170.43,Tarjeta de Crédito,Deuda,540.73,False,False,False,False,2900.00,2029-06-22,2026-01-19,Fuel,107.47,False,App,Activo
REG-014807,14807,C000944,Cliente 0944,Premium,Premium,False,unico,Loja,False,False,45,4187.12,Tarjeta de Crédito,Deuda,4380.37,False,False,False,True,10100.00,2027-03-10,2025-12-19,Streaming,197.39,False,App,Activo
REG-014808,14808,C000118,Cliente 0118,Affluent,Affluent,False,unico,Guayaquil,False,False,32,1531.34,Crédito Hipotecario,Deuda,64374.95,False,False,False,False,,2029-04-06,2026-06-24,,0.00,False,ATM,Activo
REG-014809,14809,C001713,Cliente 1713,Premium,Premium,False,unico,Guayaquil,False,False,27,5406.70,Tarjeta de Crédito,Deuda,4912.96,False,False,False,True,12300.00,2027-03-10,2026-08-06,Education,980.34,True,Web,Activo
REG-014810,14810,C002116,Cliente 2116,PyME,PyME,False,unico,Guayaquil,False,False,30,4839.20,Crédito Hipotecario,Deuda,77257.16,False,False,False,False,,2029-06-15,2025-02-25,,0.00,False,App,Activo
REG-014811,14811,C000367,Cliente 0367,Joven,Joven,False,unico,Quito,False,False,22,785.39,Tarjeta de Crédito,Deuda,148.80,False,False,False,False,2200.00,2029-07-29,2025-11-20,Travel,38.36,False,POS,Activo
REG-014812,14812,C000389,Cliente 0389,PyME,PyME,False,unico,Ambato,False,False,32,3594.14,Tarjeta de Crédito,Deuda,90.85,False,False,False,False,4000.00,2026-11-04,2026-02-09,Food,346.98,True,Web,Activo
REG-014813,14813,C000319,Cliente 0319,Mass,Mass,False,unico,Guayaquil,False,False,34,552.26,Tarjeta de Crédito,Deuda,357.08,False,False,False,False,1200.00,2030-06-03,2025-05-18,Health,20.69,False,POS,Activo
REG-014814,14814,C001002,Cliente 1002,Mass,Mass,False,unico,Guayaquil,False,False,39,966.28,Tarjeta de Crédito,Deuda,426.51,False,False,False,False,2400.00,2029-08-03,2025-04-21,Supermarket,14.17,False,Web,Activo
REG-014815,14815,C001417,Cliente 1417,Mass,Mass,False,unico,Guayaquil,False,False,48,784.48,Tarjeta de Crédito,Deuda,223.62,False,False,False,False,1800.00,2030-01-22,2025-05-17,Streaming,127.12,False,Web,Activo
REG-014816,14816,C001459,Cliente 1459,Mass,Mass,False,unico,Guayaquil,False,False,45,865.81,Tarjeta de Crédito,Deuda,345.66,False,False,False,False,1200.00,2027-02-07,2025-02-09,Technology,23.62,False,Branch,Activo
REG-014817,14817,C001482,Cliente 1482,Mass,Mass,False,unico,Cuenca,False,False,37,591.82,Crédito de Consumo,Deuda,5105.71,False,False,False,False,,2029-01-04,2026-08-12,,0.00,False,App,Activo
REG-014818,14818,C002170,Cliente 2170,Joven,Joven,False,unico,Guayaquil,False,False,32,783.86,Tarjeta de Crédito,Deuda,483.61,False,False,False,False,1700.00,2028-08-27,2026-03-23,Education,41.04,False,App,Activo
REG-014819,14819,C000808,Cliente 0808,Joven,Joven,False,unico,Loja,False,False,57,797.47,Tarjeta de Crédito,Deuda,752.24,False,False,False,False,1200.00,2030-05-28,2026-03-21,Supermarket,26.99,False,POS,Activo
REG-014820,14820,C000168,Cliente 0168,Premium,Premium,True,moda,Cuenca,False,False,54,2986.96,Cuenta Corriente,Depósito,2161.98,False,False,False,False,,,2025-11-06,,0.00,False,ATM,Activo
REG-014821,14821,C001604,Cliente 1604,Mass,Mass,False,unico,Guayaquil,False,False,21,1058.16,Tarjeta de Crédito,Deuda,811.21,False,False,False,False,2000.00,2026-10-19,2025-08-08,Streaming,124.38,False,App,Activo
REG-014822,14822,C001792,Cliente 1792,Affluent,Affluent,False,unico,Quito,False,False,21,2103.48,Tarjeta de Crédito,Deuda,2144.97,False,False,False,False,3400.00,2026-11-25,2025-08-25,Travel,110.74,False,POS,Activo
REG-014823,14823,C001711,Cliente 1711,Premium,Premium,False,unico,Loja,False,False,36,3569.95,Tarjeta de Crédito,Deuda,1072.58,False,False,False,False,7100.00,2029-01-30,2025-11-22,Streaming,90.60,False,App,Activo
REG-014825,14825,C002097,Cliente 2097,Mass,Mass,True,moda,Guayaquil,False,False,52,1556.21,Tarjeta de Crédito,Deuda,585.43,False,False,False,False,2200.00,2028-05-04,2026-03-03,Streaming,90.70,False,POS,Activo
REG-014826,14826,C000507,Cliente 0507,Mass,Mass,True,moda,Cuenca,False,False,56,1921.08,Tarjeta de Crédito,Deuda,1844.96,False,False,False,False,3700.00,2030-06-08,2026-02-25,Travel,79.47,False,Web,Activo
REG-014827,14827,C001750,Cliente 1750,Mass,Mass,False,unico,Cuenca,False,False,46,615.37,Tarjeta de Crédito,Deuda,595.06,False,False,False,False,1800.00,2026-11-13,2025-04-26,Health,61.88,False,POS,Activo
REG-014828,14828,C000382,Cliente 0382,Premium,Premium,False,unico,Loja,False,False,39,4263.31,Tarjeta de Crédito,Deuda,2526.10,False,False,False,False,12200.00,2027-12-17,2026-01-30,Food,282.25,False,App,Activo
REG-014829,14829,C001775,Cliente 1775,Premium,Premium,False,unico,Cuenca,False,False,43,4433.01,Tarjeta de Crédito,Deuda,4362.27,False,False,False,True,6900.00,2028-08-13,2025-10-15,Others,336.13,True,POS,Activo
REG-014830,14830,C001578,Cliente 1578,Joven,Joven,False,unico,Guayaquil,False,False,39,552.13,Cuenta de Ahorros,Depósito,-100.00,False,False,True,False,,,2025-05-27,,0.00,False,ATM,Activo
REG-014831,14831,C000029,Cliente 0029,Joven,Joven,False,unico,Guayaquil,False,False,28,632.38,Cuenta de Ahorros,Depósito,2335.50,False,False,False,False,,,2026-03-05,,0.00,False,App,Activo
REG-014832,14832,C001923,Cliente 1923,Joven,Joven,False,unico,Cuenca,False,False,39,1319.34,Tarjeta de Crédito,Deuda,387.81,False,False,False,False,3000.00,2028-06-28,2025-06-10,Food,69.38,False,App,Activo
REG-014833,14833,C000192,Cliente 0192,PyME,PyME,False,unico,Cuenca,False,False,42,3163.61,Tarjeta de Crédito,Deuda,2781.98,False,False,False,False,7500.00,2030-01-29,2025-05-04,Health,267.38,False,POS,Activo
REG-014834,14834,C000041,Cliente 0041,Joven,Joven,False,unico,Quito,False,False,42,591.95,Cuenta de Ahorros,Depósito,98.89,False,False,False,False,,,2026-02-28,,0.00,False,Web,Activo
REG-014835,14835,C001146,Cliente 1146,Mass,Mass,False,unico,Cuenca,False,False,18,1348.39,Cuenta Corriente,Depósito,2384.26,False,False,False,False,,,2025-05-21,,0.00,False,Web,Activo
REG-014836,14836,C001623,Cliente 1623,Premium,Premium,False,unico,Guayaquil,False,False,41,4331.43,Tarjeta de Crédito,Deuda,4344.82,False,False,False,True,10400.00,2030-07-22,2025-09-06,Supermarket,2050.67,True,Branch,Activo
REG-014837,14837,C001483,Cliente 1483,Affluent,Affluent,False,unico,Cuenca,False,False,33,1688.74,Cuenta de Ahorros,Depósito,5574.14,False,False,False,False,,,2026-05-02,,0.00,False,Branch,Activo
REG-014838,14838,C001499,Cliente 1499,Premium,Premium,False,unico,Loja,False,False,33,3151.49,Tarjeta de Crédito,Deuda,3609.52,False,False,False,True,8600.00,2029-03-22,2026-01-02,Food,135.09,False,Web,Activo
REG-014839,14839,C000851,Cliente 0851,Joven,Joven,False,unico,Quito,False,False,24,1043.27,Tarjeta de Crédito,Deuda,363.70,False,False,False,False,1100.00,2027-03-25,2025-04-29,Travel,48.32,False,App,Activo
REG-014840,14840,C001320,Cliente 1320,PyME,PyME,False,unico,Cuenca,False,False,38,7250.00,Tarjeta de Crédito,Deuda,4132.67,False,False,False,True,14300.00,2029-11-13,2025-06-11,Entertainment,1014.08,True,App,Activo
REG-014841,14841,C002066,Cliente 2066,Mass,Mass,False,unico,Manta,False,False,31,465.61,Tarjeta de Crédito,Deuda,927.95,False,False,False,False,1300.00,2027-07-14,2025-02-28,Streaming,3.85,False,Branch,Activo
REG-014842,14842,C000084,Cliente 0084,Premium,Premium,True,moda,Guayaquil,False,False,50,4630.39,Cuenta Corriente,Depósito,6327.50,False,False,False,False,,,2025-05-22,,0.00,False,ATM,Activo
REG-014843,14843,C002153,Cliente 2153,PyME,PyME,False,unico,Quito,False,False,32,1371.74,Tarjeta de Crédito,Deuda,617.31,False,False,False,False,4000.00,2027-07-28,2025-12-07,Education,486.59,True,POS,Activo
REG-014844,14844,C001026,Cliente 1026,Joven,Joven,False,unico,Quito,False,False,41,886.35,Tarjeta de Crédito,Deuda,578.85,False,False,False,False,2500.00,2029-08-28,2025-07-14,Food,95.14,False,POS,Activo
REG-014845,14845,C001865,Cliente 1865,Affluent,Affluent,False,unico,Guayaquil,False,False,30,2813.92,Tarjeta de Crédito,Deuda,2118.51,False,False,False,False,4400.00,2027-12-07,2026-05-21,Supermarket,28.10,False,App,Activo
REG-014846,14846,C000332,Cliente 0332,Affluent,Affluent,False,unico,Guayaquil,False,False,47,2804.31,Tarjeta de Crédito,Deuda,1475.39,False,False,False,False,3400.00,2028-04-25,2025-10-27,Technology,289.61,False,POS,Activo
REG-014847,14847,C001937,Cliente 1937,Mass,Mass,False,unico,Cuenca,False,False,45,678.24,Tarjeta de Crédito,Deuda,392.39,False,False,False,False,800.00,2030-09-11,2025-01-30,Travel,18.97,False,POS,Activo
REG-014848,14848,C000895,Cliente 0895,Affluent,Affluent,False,unico,Guayaquil,False,False,18,1758.52,Tarjeta de Crédito,Deuda,839.95,False,False,False,False,2100.00,2027-03-15,2025-05-28,Travel,57.89,False,Web,Activo
REG-014849,14849,C001831,Cliente 1831,Joven,Joven,False,unico,Guayaquil,False,False,33,531.30,Cuenta de Ahorros,Depósito,211.12,False,False,False,False,,,2025-08-25,,0.00,False,ATM,Activo
REG-014850,14850,C000658,Cliente 0658,Mass,Mass,False,unico,Guayaquil,False,False,49,985.86,Tarjeta de Crédito,Deuda,0.00,False,False,False,False,1100.00,2026-11-12,2026-08-24,Supermarket,22.90,False,Web,Activo
REG-014851,14851,C001117,Cliente 1117,Premium,Premium,False,unico,Cuenca,False,False,29,4267.35,Cuenta Corriente,Depósito,7889.30,False,False,False,False,,,2025-03-18,,0.00,False,Web,Activo
REG-014852,14852,C000080,Cliente 0080,Mass,Mass,False,unico,Ambato,False,False,18,891.27,Tarjeta de Crédito,Deuda,1357.32,False,False,False,False,2200.00,2030-09-05,2025-08-10,Others,47.02,False,POS,Activo
REG-014853,14853,C000085,Cliente 0085,Mass,Mass,False,unico,Guayaquil,False,False,51,2098.71,Crédito de Consumo,Deuda,4024.26,False,False,False,False,,2031-01-06,2026-08-09,,0.00,False,ATM,Activo
REG-014854,14854,C001788,Cliente 1788,Mass,Mass,False,unico,Guayaquil,False,False,47,762.63,Tarjeta de Crédito,Deuda,598.30,False,False,False,False,1200.00,2030-08-04,2025-11-08,Food,32.85,False,Branch,Activo
REG-014855,14855,C000001,Cliente 0001,Affluent,Affluent,True,moda,Guayaquil,False,False,37,5885.36,Crédito de Consumo,Deuda,13702.64,False,False,False,False,,2027-10-19,2025-08-27,,0.00,False,Web,Activo
REG-014856,14856,C000929,Cliente 0929,Mass,Mass,False,unico,Ambato,False,False,50,833.66,Cuenta Corriente,Depósito,209.51,False,False,False,False,,,2026-05-09,,0.00,False,Branch,Activo
REG-014857,14857,C000150,Cliente 0150,Mass,Mass,False,unico,Guayaquil,False,False,52,472.26,Crédito de Consumo,Deuda,2549.13,False,False,False,False,,2027-10-08,2026-01-25,,0.00,False,Web,Activo
REG-014858,14858,C001129,Cliente 1129,Joven,Joven,False,unico,Cuenca,False,False,22,1008.03,Tarjeta de Crédito,Deuda,1248.11,False,False,False,False,2900.00,2026-10-01,2026-06-23,Food,48.01,False,POS,Activo
REG-014859,14859,C002007,Cliente 2007,Mass,Mass,False,unico,Guayaquil,False,False,56,1308.15,Cuenta Corriente,Depósito,2205.38,False,False,False,False,,,2026-04-03,,0.00,False,Web,Activo
REG-014860,14860,C000387,Cliente 0387,Mass,Mass,False,unico,Guayaquil,False,False,24,1337.39,Tarjeta de Crédito,Deuda,1497.35,False,False,False,False,1900.00,2028-01-30,2026-06-21,Streaming,84.74,False,Web,Activo
REG-014861,14861,C000009,Cliente 0009,Joven,Joven,False,unico,Quito,False,False,36,350.00,Cuenta Corriente,Depósito,405.61,False,False,False,False,,,2025-09-11,,0.00,False,Branch,Activo
REG-014862,14862,C000164,Cliente 0164,Mass,Mass,False,unico,Cuenca,False,False,47,767.23,Tarjeta de Crédito,Deuda,316.54,False,False,False,False,2200.00,2027-05-24,2026-06-25,Food,36.15,False,Web,Activo
REG-014863,14863,C001511,Cliente 1511,Joven,Joven,False,unico,Ambato,False,False,42,1101.93,Tarjeta de Crédito,Deuda,709.54,False,False,False,False,1500.00,2030-09-24,2026-07-18,Streaming,43.07,False,POS,Activo
REG-014864,14864,C001494,Cliente 1494,Joven,Joven,False,unico,Quito,False,False,49,822.81,Cuenta Corriente,Depósito,1800.86,False,False,False,False,,,2026-03-11,,0.00,False,Branch,Activo
